,FIRE_ID,Fire Name,Acres,Date,Fire Type,LATITUDE,LONGITUDE,time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
98,GA3473708554120161004,FOX MOUNTAIN FIRE,1008.0,2016-10-04,Wildfire,34.74,-85.56,'2016-10-04',2,26.0,15.8,20.6,24.6,15.1,19.7,'2016-10-04T06:38','2016-10-04T18:22',13.31,0.0,0.0,0.0,0.0,15.0,39.2,121,3.53
99,MS3038808844020160211,GRAND BATURE,3898.0,2016-02-11,Wildfire,30.413,-88.4,'2016-02-11',0,18.5,9.5,14.0,17.1,5.6,11.8,'2016-02-11T07:36','2016-02-11T18:39',17.7,0.0,0.0,0.0,0.0,20.6,45.0,236,2.83
100,AK5674215793820060522,MESHIK RIVER,1520.0,2006-05-22,Wildfire,56.742,-157.938,'2006-05-22',1,8.0,1.9,4.7,2.2,-4.6,-1.5,'2006-05-22T05:58','2006-05-22T22:57',27.43,0.0,0.0,0.0,0.0,33.1,63.4,318,2.63
101,AK5759815753720050529,PILOT POINT,4482.0,2005-05-29,Wildfire,57.598,-157.537,'2005-05-29',53,10.8,5.9,8.5,4.9,1.7,3.3,'2005-05-29T05:40','2005-05-29T23:14',17.24,1.6,1.6,0.0,5.0,38.3,66.2,108,2.37
102,AK5761615232120150828,TWIN CREEKS,3418.0,2015-08-28,Wildfire,57.604,-152.322,'2015-08-28',3,14.3,8.7,11.3,7.8,2.5,5.0,'2015-08-28T07:00','2015-08-28T21:20',19.76,0.0,0.0,0.0,0.0,38.7,85.3,309,4.33
103,AK5884115754320150622,COPENHAGEN CREEK,5335.0,2015-06-22,Wildfire,58.835,-157.556,'2015-06-22',51,16.9,11.2,13.9,15.0,8.2,11.8,'2015-06-22T05:15','2015-06-22T23:48',19.19,0.2,0.2,0.0,2.0,22.3,33.5,188,3.26
104,AK5884415640120150621,PAULS CREEK,9683.0,2015-06-21,Wildfire,58.853,-156.422,'2015-06-21',3,19.4,10.4,14.8,19.3,9.1,13.8,'2015-06-21T05:10','2015-06-21T23:44',16.43,0.0,0.0,0.0,0.0,15.3,25.2,232,2.93
105,AK5890415740520150704,COPENHAGEN,3207.0,2015-07-04,Wildfire,58.915,-157.443,'2015-07-04',55,17.1,11.3,13.9,14.0,7.5,10.2,'2015-07-04T05:23','2015-07-04T23:44',5.18,6.2,6.2,0.0,11.0,32.8,51.5,103,2.07
106,AK5899315855220121102,SNAKE RIVER,15244.0,2012-11-02,Wildfire,58.934,-158.659,'2012-11-02',71,-4.3,-7.4,-6.0,-12.8,-16.3,-14.6,'2012-11-02T09:54','2012-11-02T18:41',3.2,0.2,0.0,0.28,2.0,36.0,68.4,14,1.37
107,AK5903315365920030428,KAMISHAK BAY,1526.0,2003-04-28,Wildfire,59.033,-153.659,'2003-04-28',1,6.7,2.3,4.6,3.7,-2.0,0.8,'2003-04-28T06:22','2003-04-28T22:02',23.64,0.0,0.0,0.0,0.0,15.9,31.3,261,2.45
108,AK5905715603519900719,ALAGNAK,1004.0,1990-07-19,Wildfire,59.057,-156.035,'1990-07-19',1,23.1,13.1,18.7,24.8,12.8,19.3,'1990-07-19T05:41','1990-07-19T23:18',25.06,0.0,0.0,0.0,0.0,6.8,13.7,267,4.26
109,AK5919116014719910630,TWIN,11889.0,1991-06-30,Wildfire,59.191,-160.147,'1991-06-30',53,23.6,14.7,19.1,24.6,14.3,18.9,'1991-06-30T05:27','1991-07-01T00:01',23.24,0.9,0.9,0.0,3.0,16.8,34.9,330,4.25
110,AK5925816024020150622,GECHIAK LAKE,16919.0,2015-06-22,Wildfire,59.28,-160.233,'2015-06-22',55,16.4,12.5,14.7,15.2,12.3,13.6,'2015-06-22T05:21','2015-06-23T00:04',21.12,4.2,4.2,0.0,5.0,16.6,33.1,178,3.21
111,AK5955415836020150711,LITTLE KOKWOK,2233.0,2015-07-11,Wildfire,59.574,-158.358,'2015-07-11',51,19.0,12.7,16.0,18.4,11.8,15.0,'2015-07-11T05:31','2015-07-11T23:46',20.08,0.7,0.7,0.0,4.0,11.6,22.3,216,3.49
112,AK5955915812420170603,KENAKUCHUK CREEK,1160.0,2017-06-03,Wildfire,59.567,-158.138,'2017-06-03',2,18.8,7.0,13.1,17.1,4.9,11.4,'2017-06-03T05:18','2017-06-03T23:42',27.45,0.0,0.0,0.0,0.0,13.2,28.1,166,4.17
113,AK5960815825420150621,KOKWOK RIVER,1923.0,2015-06-21,Wildfire,59.615,-158.246,'2015-06-21',51,22.1,11.4,17.4,21.4,10.6,16.7,'2015-06-21T05:09','2015-06-21T23:59',23.69,0.2,0.2,0.0,1.0,12.0,24.8,142,4.17
114,AK5975315141520050429,TRACY AVE,5697.0,2005-04-29,Wildfire,59.753,-151.415,'2005-04-29',1,13.3,0.4,7.9,11.9,-2.8,5.6,'2005-04-29T06:05','2005-04-29T22:00',22.82,0.0,0.0,0.0,0.0,7.4,23.4,122,3.05
115,AK5978615491320030523,ILIAMNA,5295.0,2003-05-23,Wildfire,59.786,-154.913,'2003-05-23',51,14.5,4.8,10.2,11.4,2.3,7.3,'2003-05-23T05:22','2003-05-23T23:10',25.54,1.1,1.1,0.0,4.0,17.6,31.3,342,3.73
116,AK6000115759420130728,NUYAKUK RIVER,2496.0,2013-07-28,Wildfire,59.998,-157.599,'2013-07-28',61,24.1,14.7,19.5,25.9,15.3,20.9,'2013-07-28T06:01','2013-07-28T23:12',17.83,3.9,3.9,0.0,5.0,9.7,19.8,163,3.16
117,AK6002415119720070619,CARIBOU HILLS,46686.0,2007-06-19,Wildfire,60.024,-151.197,'2007-06-19',3,17.3,5.9,11.8,16.5,4.5,10.6,'2007-06-19T04:36','2007-06-19T23:36',29.06,0.0,0.0,0.0,0.0,12.3,40.7,342,4.03
118,AK6011915081019940830,WINDY POINT,2689.0,1994-08-30,Wildfire,60.119,-150.81,'1994-08-30',53,14.8,7.7,11.8,13.5,6.4,10.6,'1994-08-30T06:52','1994-08-30T21:15',11.8,2.1,2.1,0.0,7.0,11.3,23.8,331,1.81
119,AK6012815061920040814,GLACIER CREEK,5230.0,2004-08-14,Wildfire,60.128,-150.619,'2004-08-14',2,19.1,11.8,15.2,19.0,11.3,15.0,'2004-08-14T06:13','2004-08-14T21:59',19.99,0.0,0.0,0.0,0.0,7.8,22.3,356,3.09
120,AK6015015550020130619,NIKUBUMA LAKE,9084.0,2013-06-19,Wildfire,60.149,-155.492,'2013-06-19',61,19.2,11.3,14.9,16.7,7.0,11.1,'2013-06-19T04:52','2013-06-19T23:54',22.85,2.8,2.8,0.0,5.0,26.4,59.0,128,4.54
121,AK6025715983220150620,LITTLE SWIFT CREEK,1617.0,2015-06-20,Wildfire,60.267,-159.815,'2015-06-20',51,21.1,11.7,17.2,19.3,11.0,15.8,'2015-06-20T05:08','2015-06-21T00:13',29.21,0.2,0.2,0.0,1.0,14.1,35.6,167,5.14
122,AK6027615391520130627,CURRANT CREEK,1986.0,2013-06-27,Wildfire,60.299,-153.951,'2013-06-27',63,18.4,14.1,16.3,19.0,14.9,17.2,'2013-06-27T04:48','2013-06-27T23:49',11.17,8.9,8.9,0.0,10.0,7.6,21.6,247,1.92
123,AK6030315782720150623,KING SALMON RIVER 1,2418.0,2015-06-23,Wildfire,60.304,-157.814,'2015-06-23',55,22.1,9.4,17.2,22.8,8.0,16.9,'2015-06-23T05:00','2015-06-24T00:06',26.04,1.2,1.2,0.0,1.0,10.4,24.1,63,4.39
124,AK6041514945920010625,KENAI LAKE,3319.0,2001-06-25,Wildfire,60.415,-149.459,'2001-06-25',3,17.6,11.1,14.8,17.5,11.0,14.7,'2001-06-25T04:27','2001-06-25T23:33',23.48,0.0,0.0,0.0,0.0,9.8,28.8,315,3.57
125,AK6041515002719910519,POTHOLE,8769.0,1991-05-19,Wildfire,60.415,-150.027,'1991-05-19',3,3.0,-2.1,0.6,1.4,-5.0,-2.0,'1991-05-19T05:06','1991-05-19T22:46',26.88,0.0,0.0,0.0,0.0,5.0,23.0,294,2.62
126,AK6041715053220050626,KING COUNTY CREEK,10124.0,2005-06-26,Wildfire,60.417,-150.532,'2005-06-26',1,20.7,8.2,15.6,20.6,7.0,15.1,'2005-06-26T04:32','2005-06-26T23:37',27.17,0.0,0.0,0.0,0.0,8.2,23.8,272,4.35
127,AK6043915096220140520,FUNNY RIVER,193798.0,2014-05-20,Wildfire,60.313,-150.829,'2014-05-20',1,12.8,2.4,8.3,9.1,-1.4,4.1,'2014-05-20T05:07','2014-05-20T22:52',27.44,0.0,0.0,0.0,0.0,18.0,47.5,350,4.08
128,AK6051015063620150615,CARD STREET,7366.0,2015-06-15,Wildfire,60.492,-150.545,'2015-06-15',0,25.8,11.8,19.8,26.1,11.0,19.6,'2015-06-15T04:28','2015-06-15T23:36',29.61,0.0,0.0,0.0,0.0,9.3,28.4,10,5.34
129,AK6057715534020160716,CHILIKADROTNA RIVER,1435.0,2016-07-16,Wildfire,60.584,-155.313,'2016-07-16',3,20.6,11.6,16.4,20.2,10.6,15.8,'2016-07-16T05:20','2016-07-16T23:34',18.37,0.0,0.0,0.0,0.0,7.9,21.6,296,3.21
130,AK6059615052120170616,EAST FORK,1104.0,2017-06-16,Wildfire,60.603,-150.498,'2017-06-16',51,19.4,6.7,13.8,18.7,4.3,12.0,'2017-06-16T04:26','2017-06-16T23:38',26.73,0.7,0.7,0.0,3.0,13.6,27.0,203,4.26
131,AK6070715747820150622,CHICHITNOK RIVER,4628.0,2015-06-22,Wildfire,60.685,-157.474,'2015-06-22',51,20.1,10.7,16.0,18.9,8.2,14.1,'2015-06-22T04:54','2015-06-23T00:09',28.48,1.0,1.0,0.0,5.0,17.7,34.6,182,4.7
132,AK6071715870020150624,GEMUK RIVER,1001.0,2015-06-24,Wildfire,60.727,-158.693,'2015-06-24',53,23.4,11.6,18.6,22.0,11.3,17.7,'2015-06-24T04:59','2015-06-25T00:15',25.98,0.9,0.9,0.0,2.0,14.5,31.7,339,4.96
133,AK6077715779519890703,SHOTGUN DR.,5470.0,1989-07-03,Wildfire,60.777,-157.795,'1989-07-03',1,24.9,11.8,19.8,24.8,10.7,18.9,'1989-07-03T05:04','1989-07-04T00:06',25.16,0.0,0.0,0.0,0.0,14.2,26.3,216,5.01
134,AK6078416129320150624,KWETHLUK RIVER 2,23912.0,2015-06-24,Wildfire,60.783,-161.183,'2015-06-24',51,25.9,13.4,20.3,24.0,12.9,19.3,'2015-06-24T05:08','2015-06-25T00:26',27.68,0.4,0.4,0.0,2.0,20.1,36.4,341,5.66
135,AK6089416075820150620,FOG RIVER,39019.0,2015-06-20,Wildfire,60.933,-160.772,'2015-06-20',1,23.3,13.2,18.8,21.5,11.2,17.1,'2015-06-20T05:03','2015-06-21T00:25',26.74,0.0,0.0,0.0,0.0,17.1,28.4,210,5.15
136,AK6093415398520150622,OLD VILLAGE,1986.0,2015-06-22,Wildfire,60.947,-153.986,'2015-06-22',3,18.7,10.0,15.2,18.3,9.5,15.1,'2015-06-22T04:36','2015-06-22T23:59',18.54,0.0,0.0,0.0,0.0,7.1,21.2,268,2.99
137,AK6094416033020050803,OTTER CREEK,3111.0,2005-08-03,Wildfire,60.944,-160.33,'2005-08-03',2,20.5,9.9,16.0,19.2,8.7,15.1,'2005-08-03T06:19','2005-08-03T23:15',21.21,0.0,0.0,0.0,0.0,11.0,23.4,291,3.57
138,AK6095015630120160714,HOOK CREEK,8264.0,2016-07-14,Wildfire,60.933,-156.236,'2016-07-14',55,21.9,13.7,18.0,22.6,13.3,17.6,'2016-07-14T05:16','2016-07-14T23:45',23.81,2.2,2.2,0.0,3.0,13.7,27.7,186,4.26
139,AK6098515498920130728,WHITEFISH LAKE,4414.0,2013-07-28,Wildfire,60.984,-154.961,'2013-07-28',61,22.8,12.5,17.8,24.8,12.7,18.9,'2013-07-28T05:42','2013-07-28T23:09',19.83,9.5,9.5,0.0,6.0,5.7,23.0,250,3.36
140,AK6102315407620050616,STONY,3211.0,2005-06-16,Wildfire,61.023,-154.076,'2005-06-16',61,20.2,10.1,16.2,21.1,9.7,16.7,'2005-06-16T04:35','2005-06-16T23:58',21.04,4.2,4.2,0.0,3.0,6.5,24.1,308,3.43
141,AK6104215418920130618,KRISTIN CREEK,16076.0,2013-06-18,Wildfire,61.059,-154.208,'2013-06-18',53,27.5,11.4,20.9,27.8,11.1,21.1,'2013-06-18T04:35','2013-06-19T00:00',24.94,2.2,2.2,0.0,5.0,10.7,39.6,198,4.9
142,AK6105016359820160602,AROPUK LAKE,2266.0,2016-06-02,Wildfire,61.028,-163.575,'2016-06-02',1,16.7,8.5,12.9,12.3,3.7,8.2,'2016-06-02T05:25','2016-06-03T00:18',26.74,0.0,0.0,0.0,0.0,27.6,45.7,356,4.67
143,AK6105916133420160714,GWEEK RIVER,1380.0,2016-07-14,Wildfire,61.057,-161.331,'2016-07-14',1,26.0,15.1,21.6,25.5,15.6,21.6,'2016-07-14T05:35','2016-07-15T00:07',26.01,0.0,0.0,0.0,0.0,14.3,27.4,146,5.17
144,AK6108315491720150601,CAN CREEK,51940.0,2015-06-01,Wildfire,61.06,-154.68,'2015-06-01',2,20.1,9.8,15.4,17.8,8.5,13.5,'2015-06-01T04:52','2015-06-01T23:40',25.98,0.0,0.0,0.0,0.0,12.2,32.4,294,4.6
145,AK6109915112920140519,TYONEK,1668.0,2014-05-19,Wildfire,61.099,-151.119,'2014-05-19',1,12.3,5.6,9.1,6.0,-1.1,2.4,'2014-05-19T05:04','2014-05-19T22:57',26.68,0.0,0.0,0.0,0.0,32.1,59.8,348,4.93
146,AK6112116317120150623,PUK PALIK LAKE,15890.0,2015-06-23,Wildfire,61.124,-163.179,'2015-06-23',3,22.7,10.9,16.4,21.8,8.9,15.0,'2015-06-23T05:11','2015-06-24T00:38',24.48,0.0,0.0,0.0,0.0,21.8,37.4,271,4.22
147,AK6117616272720060707,TAKSLESLUK NORTH,4025.0,2006-07-07,Wildfire,61.176,-162.727,'2006-07-07',51,19.6,11.7,15.9,18.1,9.8,14.1,'2006-07-07T05:25','2006-07-08T00:26',21.62,1.1,1.1,0.0,4.0,16.9,31.0,283,3.77
148,AK6117915918520160715,TIMBER CREEK,7832.0,2016-07-15,Wildfire,61.149,-159.18,'2016-07-15',3,21.7,13.1,17.9,21.2,12.5,17.2,'2016-07-15T05:28','2016-07-15T23:57',20.88,0.0,0.0,0.0,0.0,14.3,25.6,174,3.82
149,AK6118715463620150624,ROCK CREEK,9308.0,2015-06-24,Wildfire,61.175,-154.608,'2015-06-24',61,22.4,13.3,17.5,22.6,13.8,18.2,'2015-06-24T04:36','2015-06-25T00:05',20.11,3.9,3.9,0.0,4.0,7.4,25.2,295,3.5
150,AK6120516033620150601,BOGUS CREEK,26393.0,2015-06-01,Wildfire,61.184,-160.254,'2015-06-01',51,19.7,10.7,16.2,17.8,10.6,15.3,'2015-06-01T05:13','2015-06-02T00:04',17.81,1.0,1.0,0.0,5.0,13.4,25.2,37,3.3
151,AK6122415515419910630,STONEY,8460.0,1991-06-30,Wildfire,61.224,-155.154,'1991-06-30',63,23.5,13.9,18.7,24.0,14.6,19.6,'1991-06-30T04:43','1991-07-01T00:05',20.04,5.0,5.0,0.0,3.0,11.6,40.0,314,3.57
152,AK6122715729519910703,KULUKBUK,2896.0,1991-07-03,Wildfire,61.227,-157.295,'1991-07-03',3,24.1,14.4,20.2,23.2,13.6,19.2,'1991-07-03T04:55','1991-07-04T00:10',25.42,0.0,0.0,0.0,0.0,12.7,29.5,308,5.11
153,AK6123115454019900703,ROCK CREEK,11313.0,1990-07-03,Wildfire,61.231,-154.54,'1990-07-03',55,21.1,13.4,17.9,21.4,13.4,17.9,'1990-07-03T04:45','1990-07-03T23:59',22.71,1.5,1.5,0.0,2.0,6.0,22.0,295,3.84
154,AK6124915895920130530,DOESTOCK CREEK,24634.0,2013-05-30,Wildfire,61.231,-158.956,'2013-05-30',55,22.0,13.3,17.6,22.1,12.2,16.9,'2013-05-30T05:10','2013-05-30T23:56',23.36,2.8,2.8,0.0,4.0,11.1,23.8,157,4.06
155,AK6126114312320090702,CHAKINA,56374.0,2009-07-02,Wildfire,61.261,-143.123,'2009-07-02',51,19.7,9.6,15.2,20.3,8.6,14.9,'2009-07-02T03:58','2009-07-02T23:15',26.86,0.7,0.7,0.0,3.0,2.9,20.2,44,4.25
156,AK6126915624720180606,DOOR MOUNTAINS,10548.0,2018-06-06,Wildfire,61.256,-156.175,'2018-06-06',61,16.7,7.6,12.3,15.6,4.4,10.5,'2018-06-06T04:48','2018-06-06T23:58',19.41,7.8,7.8,0.0,11.0,15.3,28.4,183,2.88
157,AK6126916028820160714,BOGUS CREEK,4527.0,2016-07-14,Wildfire,61.284,-160.279,'2016-07-14',1,25.2,15.6,21.2,25.0,15.9,21.1,'2016-07-14T05:28','2016-07-15T00:05',25.8,0.0,0.0,0.0,0.0,13.9,27.7,122,5.11
158,AK6127415747820150711,CHUILNUK RIVER,1332.0,2015-07-11,Wildfire,61.274,-157.483,'2015-07-11',61,19.4,10.9,15.5,19.1,10.4,15.4,'2015-07-11T05:09','2015-07-12T00:00',22.15,3.8,3.8,0.0,7.0,9.0,19.1,148,3.54
159,AK6129414325120160716,STEAMBOAT CREEK,22826.0,2016-07-16,Wildfire,61.247,-143.113,'2016-07-16',53,20.8,13.5,17.7,20.9,13.8,18.1,'2016-07-16T04:24','2016-07-16T22:52',19.65,1.5,1.5,0.0,5.0,5.5,24.5,315,3.35
160,AK6130014897020100529,EKLUTNA,1941.0,2010-05-29,Wildfire,61.324,-148.984,'2010-05-29',51,19.3,9.0,15.2,18.6,6.6,13.8,'2010-05-29T04:31','2010-05-29T23:14',24.44,0.2,0.2,0.0,1.0,5.2,20.5,123,4.09
161,AK6130716321820150623,IZAVLKNEK RIVER,23341.0,2015-06-23,Wildfire,61.269,-163.212,'2015-06-23',3,22.4,11.6,16.7,21.7,10.0,15.5,'2015-06-23T05:09','2015-06-24T00:40',23.95,0.0,0.0,0.0,0.0,21.9,38.2,272,4.19
162,AK6131716358820020618,AROPUK,19915.0,2002-06-18,Wildfire,61.317,-163.588,'2002-06-18',2,20.2,10.0,15.0,19.6,5.9,12.7,'2002-06-18T05:09','2002-06-19T00:41',27.03,0.0,0.0,0.0,0.0,24.5,44.3,202,3.98
163,AK6131915985520150624,OPHIR CREEK,31489.0,2015-06-24,Wildfire,61.301,-159.803,'2015-06-24',51,25.5,13.8,20.5,23.8,14.0,19.8,'2015-06-24T04:55','2015-06-25T00:27',29.15,0.4,0.4,0.0,2.0,13.5,27.0,312,5.68
164,AK6133716252320150622,KUKA CREEK 4,70232.0,2015-06-22,Wildfire,61.278,-162.765,'2015-06-22',1,25.4,14.4,20.1,24.3,13.2,18.6,'2015-06-22T05:07','2015-06-23T00:38',26.86,0.0,0.0,0.0,0.0,23.7,40.0,350,5.45
165,AK6135616082720160714,ISRATHORAK CREEK,6179.0,2016-07-14,Wildfire,61.357,-160.786,'2016-07-14',1,26.2,15.7,21.8,26.1,16.5,21.9,'2016-07-14T05:29','2016-07-15T00:08',25.88,0.0,0.0,0.0,0.0,14.1,28.1,132,5.16
166,AK6136115580720150621,KUTOKBUNA LAKE,12243.0,2015-06-21,Wildfire,61.37,-155.809,'2015-06-21',61,24.2,13.5,19.3,23.9,12.6,18.8,'2015-06-21T04:37','2015-06-22T00:12',24.43,3.2,3.2,0.0,4.0,15.6,33.1,239,4.63
167,AK6138116038420150601,WHITEFISH LAKE 1,70979.0,2015-06-01,Wildfire,61.348,-160.304,'2015-06-01',51,20.0,11.7,16.5,18.1,11.9,15.6,'2015-06-01T05:11','2015-06-02T00:06',17.81,1.0,1.0,0.0,5.0,13.4,25.2,37,3.38
168,AK6140215694520090526,HOHOLITNA,8682.0,2009-05-26,Wildfire,61.402,-156.945,'2009-05-26',51,21.1,10.7,16.2,18.7,8.4,13.5,'2009-05-26T05:08','2009-05-26T23:41',25.96,0.4,0.4,0.0,1.0,19.4,42.1,317,4.95
169,AK6141415853019890704,KOGOYUK,5911.0,1989-07-04,Wildfire,61.414,-158.53,'1989-07-04',51,22.1,14.0,18.7,20.7,13.8,17.9,'1989-07-04T05:00','1989-07-05T00:16',20.8,0.4,0.4,0.0,3.0,18.8,42.8,182,3.93
170,AK6143315686420020622,HOHOLITNA,1624.0,2002-06-22,Wildfire,61.433,-156.864,'2002-06-22',2,21.2,9.3,16.3,19.5,8.0,14.7,'2002-06-22T04:41','2002-06-23T00:17',24.22,0.0,0.0,0.0,0.0,12.4,22.0,198,4.36
171,AK6144314351520110530,GILAHINA,1244.0,2011-05-30,Wildfire,61.457,-143.497,'2011-05-30',51,17.5,7.0,12.9,17.6,5.2,12.0,'2011-05-30T04:06','2011-05-30T22:56',27.62,0.1,0.1,0.0,1.0,3.7,16.2,183,4.24
172,AK6145515569120130531,LIME HILLS,193968.0,2013-05-31,Wildfire,61.546,-155.429,'2013-05-31',61,21.1,7.9,14.9,21.6,6.0,14.6,'2013-05-31T04:50','2013-05-31T23:48',22.31,6.6,6.6,0.0,5.0,7.8,26.3,218,3.58
173,AK6145515688920130626,HOHOLITNA,3166.0,2013-06-26,Wildfire,61.443,-156.89,'2013-06-26',53,25.1,16.1,20.7,24.3,15.5,19.5,'2013-06-26T04:44','2013-06-27T00:16',24.69,1.3,1.3,0.0,4.0,17.7,37.8,304,5.3
174,AK6147815785720150620,OSKAWALIK RIVER,2303.0,2015-06-20,Wildfire,61.462,-157.862,'2015-06-20',0,22.1,12.9,17.9,20.1,12.0,16.6,'2015-06-20T04:44','2015-06-21T00:21',29.3,0.0,0.0,0.0,0.0,15.5,37.1,176,5.07
175,AK6149015915820160714,DOESTOCK CREEK,2504.0,2016-07-14,Wildfire,61.481,-159.11,'2016-07-14',1,23.3,15.5,19.8,22.8,15.0,19.2,'2016-07-14T05:21','2016-07-15T00:02',25.83,0.0,0.0,0.0,0.0,14.2,31.3,141,4.86
176,AK6149815578120150620,WHY LAKE,46360.0,2015-06-20,Wildfire,61.496,-155.916,'2015-06-20',1,23.1,13.6,18.9,22.2,12.0,17.7,'2015-06-20T04:36','2015-06-21T00:14',29.22,0.0,0.0,0.0,0.0,12.7,32.4,194,5.37
177,AK6152115482220050627,SWIFT,20058.0,2005-06-27,Wildfire,61.521,-154.822,'2005-06-27',53,19.8,9.1,15.8,20.1,8.0,15.4,'2005-06-27T04:35','2005-06-28T00:09',22.86,0.8,0.8,0.0,2.0,6.1,25.2,36,3.77
178,AK6153316044220020519,KALSKAG,4253.0,2002-05-19,Wildfire,61.533,-160.442,'2002-05-19',1,19.4,4.7,12.9,16.4,1.9,10.2,'2002-05-19T05:37','2002-05-19T23:39',25.52,0.0,0.0,0.0,0.0,14.5,28.4,131,4.28
179,AK6158415540919940613,GAGARYAH 2,3573.0,1994-06-13,Wildfire,61.584,-155.409,'1994-06-13',61,22.0,11.6,16.1,22.4,11.4,16.5,'1994-06-13T04:34','1994-06-14T00:09',16.69,3.8,3.8,0.0,6.0,10.8,28.1,271,2.83
180,AK6158915685920090525,BIG LAKE,1841.0,2009-05-25,Wildfire,61.589,-156.859,'2009-05-25',53,23.1,8.6,16.1,21.2,6.6,14.3,'2009-05-25T05:07','2009-05-25T23:40',24.5,0.7,0.7,0.0,2.0,13.9,34.6,327,4.5
181,AK6159015666120150621,BASKET CREEK #2,1138.0,2015-06-21,Wildfire,61.584,-156.655,'2015-06-21',1,25.6,14.3,20.5,25.0,13.4,20.2,'2015-06-21T04:38','2015-06-22T00:18',26.09,0.0,0.0,0.0,0.0,11.6,22.7,232,4.94
182,AK6162315989220090617,WINTER TRAIL,2248.0,2009-06-17,Wildfire,61.623,-159.892,'2009-06-17',51,17.2,10.2,13.6,14.8,7.4,10.6,'2009-06-17T04:50','2009-06-18T00:31',25.15,0.1,0.1,0.0,1.0,24.4,44.3,128,4.22
183,AK6164015534020130730,GAGARYAH 2,4903.0,2013-07-30,Wildfire,61.644,-155.304,'2013-07-30',51,22.7,14.2,18.6,24.1,14.2,19.5,'2013-07-30T05:44','2013-07-30T23:11',20.24,0.3,0.3,0.0,1.0,7.3,18.0,299,3.51
184,AK6164015926820150623,MISSION CREEK,2982.0,2015-06-23,Wildfire,61.627,-159.249,'2015-06-23',55,23.4,12.1,17.7,23.4,10.6,17.1,'2015-06-23T04:48','2015-06-24T00:30',26.65,1.8,1.8,0.0,2.0,13.0,29.5,253,4.63
185,AK6165315758520090525,OSKAWALIK,3892.0,2009-05-25,Wildfire,61.653,-157.585,'2009-05-25',53,20.3,6.4,13.9,18.7,4.0,11.9,'2009-05-25T05:10','2009-05-25T23:44',24.87,0.7,0.7,0.0,2.0,15.0,38.2,318,4.08
186,AK6165415966120150623,NORTH ANIAK,57410.0,2015-06-23,Wildfire,61.651,-159.635,'2015-06-23',1,24.7,13.1,19.0,24.6,11.3,18.1,'2015-06-23T04:49','2015-06-24T00:31',26.89,0.0,0.0,0.0,0.0,18.2,34.6,244,4.95
187,AK6166715940620160714,OWHAT RIVER 2,1217.0,2016-07-14,Wildfire,61.687,-159.285,'2016-07-14',1,22.8,14.1,19.0,22.1,14.5,18.7,'2016-07-14T05:20','2016-07-15T00:05',25.57,0.0,0.0,0.0,0.0,12.9,31.7,157,4.64
188,AK6169316092520050802,TALBIKSOK,82041.0,2005-08-02,Wildfire,61.693,-160.925,'2005-08-02',1,21.5,12.5,17.6,19.9,11.6,16.4,'2005-08-02T06:14','2005-08-02T23:25',21.95,0.0,0.0,0.0,0.0,8.0,20.5,60,3.89
189,AK6169715522120090703,GAGARYAH 2,19547.0,2009-07-03,Wildfire,61.697,-155.221,'2009-07-03',2,21.7,11.4,16.8,21.1,10.7,16.2,'2009-07-03T04:41','2009-07-04T00:08',24.56,0.0,0.0,0.0,0.0,12.0,27.7,190,4.23
190,AK6173215553319940614,GAGARYAH 3,4579.0,1994-06-14,Wildfire,61.732,-155.533,'1994-06-14',3,22.8,11.1,17.4,23.4,10.5,17.5,'1994-06-14T04:31','1994-06-15T00:12',24.4,0.0,0.0,0.0,0.0,8.9,25.2,250,4.16
191,AK6175916306020160715,PITMIK RIVER,1151.0,2016-07-15,Wildfire,61.748,-163.07,'2016-07-15',51,20.9,14.2,18.2,21.5,14.6,17.5,'2016-07-15T05:36','2016-07-16T00:19',18.69,0.1,0.1,0.0,1.0,18.4,34.2,229,3.43
192,AK6177615063720020716,THURSDAY CREEK,1046.0,2002-07-16,Wildfire,61.776,-150.637,'2002-07-16',3,25.7,11.3,19.0,26.5,10.9,19.4,'2002-07-16T04:48','2002-07-16T23:29',26.88,0.0,0.0,0.0,0.0,5.7,25.6,281,4.61
193,AK6180015953320150624,OWHAT RIVER,40921.0,2015-06-24,Wildfire,61.841,-159.483,'2015-06-24',1,26.6,15.3,21.6,24.7,15.5,20.6,'2015-06-24T04:46','2015-06-25T00:34',29.38,0.0,0.0,0.0,0.0,13.2,28.1,327,5.96
194,AK6180515536719900702,ROUND,51242.0,1990-07-02,Wildfire,61.805,-155.367,'1990-07-02',2,20.9,13.0,17.2,20.0,11.9,16.3,'1990-07-02T04:39','1990-07-03T00:11',21.32,0.0,0.0,0.0,0.0,10.8,22.7,253,3.87
195,AK6181415925719910629,MOLY,5767.0,1991-06-29,Wildfire,61.814,-159.257,'1991-06-29',51,21.1,11.8,16.9,20.8,11.2,16.5,'1991-06-29T04:50','1991-06-30T00:30',19.75,0.4,0.4,0.0,1.0,11.5,28.4,305,3.39
